company_name,cik,s1_url,s1_filing_date,summary_snippet,classification,ipo_date,ticker,founding_year,ipo_year,sic,sic_description,ipo_date_source,reason
"Hoth Therapeutics, Inc.",0001711786,https://www.sec.gov/Archives/edgar/data/1711786/000161577418010669/s112324_s1.htm,10/10/2018,"Our primary asset is a sublicense agreement
with Chelexa Biosciences, Inc. (“Chelexa”) pursuant to which Chelexa has granted us an exclusive sublicense to use
its BioLexa Platform, a proprietary, patented, drug compound platform developed at the University of Cincinnati. The license enables
us to develop the platform for any indications in humans. Our initial focus will be on the treatment of eczema through the application
of a topical cream. Although our initial focus will be on the treatment of eczema, we intend to develop a second topical cream
which, upon application, is intended to reduce post-procedure infections, accelerate healing and improve clinical outcomes for
patients undergoing aesthetic dermatology procedures. The BioLexa Platform combines a U.S. Food and Drug Administration (“FDA”)
approved zinc chelator with one or more approved antibiotics in a topical dosage form to address unchecked eczema flare-ups by
preventing the formation of infectious biofilms and the resulting clogging of sweat ducts which trigger symptoms. To our knowledge,
it is the first product candidate intended to prevent the symptom triggering flare-ups rather than simply treating symptoms when
they occur. On
May 26, 2017, we entered into a sublicense agreement with Chelexa, as amended on August 22, 2018 and August 29, 2018, pursuant
to which Chelexa granted us an exclusive sublicense to make, use, have made, import, offer for sale, and sell products based upon
or involving the use of (i) topical compositions comprising a zinc chelator and gentamicin and (ii) zinc chelators to inhibit
biofilm formation (the “BioLexa Platform” or “BioLexa”), which rights were originally granted to Chelexa
pursuant to an exclusive license agreement with the University of Cincinnati. In addition, Chelexa granted us the right to issue
exclusive and nonexclusive sublicenses (with the right to further sublicense to third parties) to make, use, have made, import,
offer for sale, and sell products based upon the BioLexa Platform.",THERAPEUTICS,2019-02-15,,,,2834.0,Pharmaceutical Preparations,424b_filing,
TCR2 THERAPEUTICS INC.,0001750019,https://www.sec.gov/Archives/edgar/data/1750019/000119312518360714/d555750ds1.htm,12/28/2018,"We are an innovative immunotherapy company developing the next generation of novel T cell therapies for patients suffering from cancer. Our proprietary TCR Fusion
Construct T cells (TRuC-T cells) specifically recognize and kill cancer cells by harnessing the entire T cell receptor (TCR) signaling complex, which we believe is essential for T cell therapies to be effective in patients with solid tumors. We have
also designed our TRuC-T cells so that tumor cell recognition does not require human leukocyte antigens (HLA), which provides two important additional benefits. First, in contrast to current engineered T cell therapies that use the full TCR (TCR-T
cells), our technology is designed so that it can be applied to all patients that express the cancer surface antigen irrespective of HLA subtype, which we believe will allow us to address a significantly larger patient population. Second, HLA is
downregulated or lost in many tumors which can prevent their recognition by T cells and lead to diminished response rates and higher relapse rates. We therefore believe our approach will allow us to deliver the first HLA-independent TCR-T cell
therapy for patients with solid tumors. We also believe that our product candidates have the potential to improve upon the efficacy and safety of currently approved chimeric antigen receptor T (CAR-T) cell therapies in CD19-positive B-cell hematological malignancies. This belief is based on preclinical studies comparing our product
candidates to CAR-T cells that we engineered. We filed an investigational new drug application (IND) in December 2018
for our lead solid tumor product candidate, TC-210, to treat patients with mesothelin-positive solid tumors in a Phase 1/2 clinical trial. We estimate the patient population for TC-210 is up to 81,000 in the United States alone. We expect to
generate our first clinical data for TC-210 in the second half of 2019. We expect to file an IND in the second half of 2019 for our lead hematology product candidate, TC-110, to treat patients with CD19-positive B-cell hematological malignancies and
expect to generate our first clinical data for TC-110 in the second half of 2020. In addition, we plan to file an IND for our second solid tumor product candidate, TC-220, to treat MUC16-positive solid tumors, in early 2020 and we expect to generate
our first clinical data for TC-220 in the first half of 2021.",THERAPEUTICS,2019-02-15,,,,2836.0,"Biological Products, (No Diagnostic Substances)",424b_filing,
"CohBar, Inc.",0001522602,https://www.sec.gov/Archives/edgar/data/1522602/000119312514403939/d797268ds1.htm,11/10/2014,"Our scientific leadership is centered on the expertise of our founders, Dr. Pinchas Cohen, Dean of the Davis School of Gerontology at the
University of Southern California, and Dr. Nir Barzilai, Professor of Genetics and Director of the Institute for Aging Research at the Albert Einstein College of Medicine, and is supported by our co-founders, Dr. David Sinclair, Professor
of Genetics at Harvard Medical School, and Dr. John Amatruda, former Senior Vice President and Franchise Head for Diabetes and Obesity at Merck Research Laboratories. Our founders and co-founders are widely considered to be scientific experts and thought leaders at the intersection of cellular and
mitochondrial genetics and biology, the biology of aging, metabolism, and drug discovery, development and commercialization. The scientific research in the areas of mitochondrial genomics and biology, age-related diseases, longevity, metabolism and
MDPs underlying our founder’s discoveries and our intellectual property portfolio was conducted by Dr. Cohen, Dr. Barzilai and their academic collaborators with the support of research grants aggregating over $30 million awarded to their
respective academic institutions since 2001 by the National Institutes of Health, private foundations, and other grant funding organizations. The multi-disciplinary expertise of our scientific leaders, and their investigations into and knowledge of
age-related diseases, has enabled and focused our Company’s research efforts on the mitochondrial genome and its potential to yield peptides, which are biological molecules composed of bonded amino acids, for therapeutic advancement.",THERAPEUTICS,2014-12-19,,,,2834.0,Pharmaceutical Preparations,424b_filing,
Cerecor Inc.,0001534120,,,"EXTRACTION FAILED, open s1_url directly",THERAPEUTICS,2016-12-05,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Provention Bio, Inc.",0001695357,https://www.sec.gov/Archives/edgar/data/1695357/000149315218006498/forms1.htm,5/9/2018,"This
is an initial public offering of our common stock. We expect the public offering price to be between $[●] and $[●]
per share. There is presently no public market for our common stock. We intend to apply to list our common stock on the Nasdaq
Capital Market under the symbol “PRVB,” which listing we expect to occur upon consummation of this offering. Provention
Bio, Inc. (“Provention,” “the Company,” “us,” or “we”) is a clinical-stage biopharmaceutical
company developing novel therapeutics aimed at intercepting and preventing immune-mediated diseases. We are leveraging a transformational
drug development strategy that sources, repositions and advances potential therapeutic candidates that in most instances have
undergone previous clinical testing but may have been underdeveloped or deprioritized because of insufficient clinical trial efficacy
or for strategic reasons. Importantly, these product candidates not only appear to have been well-tolerated but have demonstrated
proof-of-mechanism by preventing or intercepting potentially clinically relevant immunopathologic pathways. These characteristics
exemplify the profile against which therapeutic candidates are evaluated for strategic refocusing or advancement to the next stage
of clinical development. In this context, we are creating a diverse portfolio of innovative solutions targeting opportunities
focused on intercepting and preventing immune-mediated disease.",THERAPEUTICS,2018-07-03,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Tricida, Inc.",0001595585,https://www.sec.gov/Archives/edgar/data/1595585/000119312518183450/d532873ds1.htm,6/4/2018,"Our goal is to slow the
progression of chronic kidney disease, or CKD, through the treatment of metabolic acidosis. We are a late-stage pharmaceutical company focused on the development and commercialization of our drug candidate, TRC101, a non-absorbed polymer designed to
treat metabolic acidosis by binding and removing acid from the gastrointestinal tract, or GI tract. We recently completed our double-blind, placebo-controlled, pivotal Phase 3 clinical trial, TRCA-301, in 217 CKD patients with metabolic acidosis.
The TRCA-301 trial met both its primary and secondary endpoints in a highly statistically significant manner (p < 0.0001 for all primary and secondary endpoints). TRC101 was well tolerated in our TRCA-301 trial. Both active (124 subjects) and
placebo groups (93 subjects) had low discontinuation rates and low rates of treatment-related adverse events. One hundred ninety-six of the 208 eligible subjects who completed the 12-week treatment period in our pivotal TRCA-301 trial agreed to
continue into our 40-week blinded safety extension trial, TRCA-301E, which we expect to complete in the first half of 2019. We plan to submit a New Drug Application, or NDA, in the second half of 2019, seeking approval of TRC101 through the U.S.
Food and Drug Administration’s, or FDA’s, Accelerated Approval Program. The FDA may grant accelerated approval to a product for a serious or life-threatening disease or condition that provides meaningful therapeutic advantage to patients
over existing treatments based upon a determination that the product has an effect on a surrogate endpoint that is reasonably likely to predict clinical benefit. Metabolic acidosis is a chronic condition commonly caused by CKD and is believed to
accelerate the progression of kidney deterioration. Today, there are no chronic therapies for treating metabolic acidosis approved by the FDA. We believe TRC101, an in-house discovered, new chemical entity,
may be an effective treatment for metabolic acidosis and slow the progression of kidney disease in CKD patients affected by metabolic acidosis. We
estimate that metabolic acidosis affects approximately 3 million CKD patients in the United States, and we believe that slowing the progression of CKD in patients with metabolic acidosis represents a significant medical need and market
opportunity. If approved, we plan to commercialize TRC101 in the United States initially using a nephrologist-focused sales force. To address markets outside of the United",THERAPEUTICS,2018-06-29,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Corium International, Inc.",0001594337,https://www.sec.gov/Archives/edgar/data/1594337/000104746914001685/a2218478zs-1.htm,3/3/2014,"We are a commercial stage biopharmaceutical company focused on the development, manufacture and commercialization of specialty pharmaceutical products
that leverage our broad experience in transdermal and transmucosal delivery systems. Together with our partners, we have successfully developed six marketed products in the prescription drug and
consumer markets, and we are the sole commercial supplier of each of those products for our marketing partners. These marketed products are Clonidine Transdermal Delivery System, or TDS, Fentanyl TDS
and four Crest Advanced Seal Whitestrips products. We use our novel transdermal and transmucosal approaches to bring new products to markets with significant opportunities. Our development platforms
enable transdermal delivery of large molecules, or biologics, including vaccines, peptides and proteins, as well as small molecules that are otherwise difficult to deliver in a transdermal dosage
form. Our pipeline includes three partnered products that are the subject of pending drug marketing applications to the U.S. Food and Drug Administration, or FDA. In addition, we have 12 partner- or
self-funded programs at earlier stages. Since
1999, we have built significant know-how and experience in the development, scale-up and manufacture of complex specialty products and have formed relationships with our partners that include
both the development of new product formulations and our manufacture of the resulting products. Our partners include The Procter & Gamble Company, or P&G, Par Pharmaceutical, Inc., Teva
Pharmaceuticals USA, Inc. and Agile Therapeutics, Inc., as well as several other multinational pharmaceutical companies. We have the capability to develop and manufacture our own product candidates
and are one of only a few independent companies that develops and manufactures transdermal products for other parties. We believe our proprietary manufacturing processes, know-how and custom equipment
give us a distinct competitive advantage over other pharmaceutical, consumer products and manufacturing companies.",THERAPEUTICS,2014-04-03,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"ALZHEON, INC.",0001582636,https://www.sec.gov/Archives/edgar/data/1582636/000119312518085873/d503060ds1.htm,3/16/2018,"We are a clinical stage biopharmaceutical company with a Phase 3-ready program in Alzheimer’s
disease and a discovery platform of small molecules for the inhibition of protein misfolding in neurodegenerative disorders. Protein misfolding is an abnormal process in which a protein fails to fold in its normal configuration, rendering the
protein toxic or inactive. Our goal is to develop disease modifying treatments for patients with Alzheimer’s and other neurological disorders by leveraging our expertise in inhibiting protein misfolding and aggregation. Our lead product candidate, ALZ-801, is an orally administered inhibitor of beta amyloid misfolding.
Beta amyloids are protein fragments that, when they misfold, form small neurotoxic aggregates, or oligomers. We believe that we are the only company developing a clinical stage small molecule with a mechanism of action designed to prevent the
misfolding and aggregation of beta amyloid protein into neurotoxic oligomers. If ALZ-801 is approved, we believe it has the potential to be among the first drugs to intervene in an underlying mechanism of Alzheimer’s disease, or AD. The active
ingredient of ALZ-801, tramiprosate, was evaluated in 16 clinical trials conducted by Bellus Health, Inc. (formerly Neurochem), or Bellus, including trials in AD, with over 2,000 patients. In these trials, a
favorable safety profile was observed, and in our post hoc analyses of data from these trials, we observed promising clinical signals in a subset of patients with two copies of the APOE4 gene, or APOE4/4 homozygotes, who have greater beta
amyloid burden and develop AD earlier. In October 2017, ALZ-801 was granted Fast Track designation by the U.S. Food and Drug Administration, or FDA, for the treatment of AD. To our knowledge, of the 87 product
candidates currently in clinical development for AD, eight, including ALZ-801, have received Fast Track designation. We plan to initiate a Phase 3 trial of ALZ-801 in
2018 in the United States and internationally.",THERAPEUTICS,2018-03-16,,,,2834.0,Pharmaceutical Preparations,s1_filing_date_proxy,
"S1 Biopharma, Inc.",0001613723,https://www.sec.gov/Archives/edgar/data/1613723/000104746914008020/a2221631zs-1.htm,10/1/2014,"We are a clinical-stage biopharmaceutical company focused on the development and commercialization of novel, first-in-class therapies
for sexual dysfunction. We have a portfolio of four clinical and pre-clinical stage drug candidates. We intend to seek Food and Drug Administration, or FDA, approval of our two lead products via the
505(b)(2) new drug application, or NDA, pathway. Our
lead product candidate is Lorexys™, a first-in-class, proprietary fixed-dose combination therapy entering Phase 2b clinical trials for the treatment of female
hypoactive sexual desire disorder, or HSDD. HSDD is characterized by a lack or absence of sexual fantasies and desire for sexual activity, causing marked distress or interpersonal difficulties. HSDD
affects over 12 million women in the United States and has no FDA-approved therapies. Data from our Phase 2a clinical trial indicate that Lorexys™ is a generally
well-tolerated therapy that may provide improvement in sexual desire and arousal in women suffering from HSDD. We expect to initiate the Phase 2b clinical trials for Lorexys™ during
2015 and to receive interim data from the first study in late 2015.",THERAPEUTICS,2014-10-01,,,,2834.0,Pharmaceutical Preparations,s1_filing_date_proxy,
Zosano Pharma Corp,0001587221,https://www.sec.gov/Archives/edgar/data/1587221/000119312514246169/d721131ds1.htm,6/24/2014,"We are a clinical stage specialty pharmaceutical company that has developed a proprietary transdermal microneedle patch system to deliver our
proprietary formulations of existing drugs through the skin for the treatment of a variety of indications. Our microneedle patch system offers rapid onset, consistent drug delivery, improved ease of use and room-temperature stability, which we
believe often are unavailable using oral formulations or injections. Our microneedle patch system has the potential to deliver numerous medications for a wide variety of indications in commercially attractive markets. By focusing our development
efforts on the delivery of established molecules with known safety and efficacy and premium pricing, we plan to reduce our clinical and regulatory risk and development costs and accelerate our time to commercialization. Our short-wear-time transdermal patch consists of an array of titanium microneedles that is coated with our proprietary formulation of an
existing drug and attached to an adhesive patch. When the patch is applied with our hand-held applicator, the microneedles penetrate the skin to a depth of 200 microns or less, resulting in rapid dissolution and absorption of the drug coating
through the capillary bed. We believe our system enables rapid and consistent delivery of the drug, with therapeutic effect typically occurring within 30 minutes or less, and easy, pain-free administration. We focus on developing specific
formulations of approved drugs to be administered by our microneedle patch system, for indications in which rapid onset, ease of use and stability offer significant therapeutic and practical advantages. We target indications with patient populations
that we believe will provide us with an attractive commercial opportunity. Our lead product candidates, and the indications they are expected to treat, are as follows:",THERAPEUTICS,2015-01-27,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Mirna Therapeutics, Inc.",0001527599,https://www.sec.gov/Archives/edgar/data/1527599/000104746915006962/a2225772zs-1.htm,8/24/2015,"We are a clinical-stage biopharmaceutical company developing a broad pipeline of microRNA-based oncology therapeutics. microRNAs are
naturally occurring, short ribonucleic acid, or RNA, molecules, or oligonucleotides, that play a critical role in regulating key biological pathways. Misexpression of even a single microRNA can
contribute to disease development and tumor suppressor microRNAs are commonly reduced in cancer. Our scientists and others at leading academic institutions have identified numerous tumor suppressor
microRNAs that play key roles in preventing normal cells from becoming cancerous and facilitating proper cancer immunosurveillance. We are developing mimics of naturally occurring microRNAs that are
designed to restore this tumor suppressor activity and aid appropriate tumor immune response. This approach is known as microRNA replacement therapy. Our lead product candidate, MRX34, a mimic of
naturally occurring microRNA-34 (miR-34) encapsulated in a liposomal nanoparticle formulation, is the first microRNA mimic to enter clinical development and has shown preliminary clinical evidence of
anti-tumor activity as a single agent in our ongoing Phase 1 clinical trial. miR-34 is one of the most widely published microRNAs and considered a key regulator of oncogenic pathways. We plan
to develop MRX34 as a monotherapy and in combination with other therapeutic modalities, such as targeted therapies and immuno-oncology agents. We believe that microRNA mimics represent a new paradigm
in cancer therapy and have the potential to create a new, important class of effective cancer drugs, that can potentially be used alone or in combination with other cancer therapeutics. Each
microRNA mimic in our pipeline is designed to replicate the activity of a single tumor suppressor miRNA and regulate the expression of multiple important oncogenes across key
oncogenic pathways which can prevent proliferation and induce apoptosis in cancer cells. For example, we believe that the impressive anti-cancer activity of the miR-34 mimic in preclinical
pharmacology studies is derived from its capacity to regulate more than 30 oncogenes, whereas many existing cancer therapies target only one or two oncogenes or pathways. The potential capacity to
simultaneously affect multiple pathways and processes that are critical to cancer cell viability may make mimics of tumor suppressor microRNAs potent anti-cancer agents and less susceptible to drug
resistance.",THERAPEUTICS,2015-10-01,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Loxo Oncology, Inc.",0001581720,https://www.sec.gov/Archives/edgar/data/1581720/000104746914005954/a2220570zs-1.htm,6/30/2014,"Loxo Oncology develops targeted small molecule therapeutics for the treatment of cancer in genetically defined patient populations. Our
development approach translates key scientific insights relating to the oncogenic drivers of cancer into drugs that are potent and highly selective for their intended targets. Such drugs typically
achieve high target engagement, which has been correlated with improved tumor response. We believe our approach will allow us to develop drugs with a high probability of clinical success while
reducing the time, costs and risks of drug development. Pre-clinical
research indicates that our lead product candidate, LOXO-101, is a potent and selective inhibitor of tropomyosin receptor kinase, or TRK, a family of signaling molecules
that appear to play an important role in the development and perpetuation of many cancers. We are evaluating LOXO-101 in a Phase 1 dose escalation trial for patients with advanced solid tumors,
and we anticipate reporting data by early 2015. We are also building a pipeline of additional product candidates targeting cancers driven by genetic alterations. Our investors include affiliates of
Aisling Capital, OrbiMed, New Enterprise Associates, Access Industries and Deerfield Management Company.",THERAPEUTICS,2014-08-01,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Ruthigen, Inc.",0001574235,https://www.sec.gov/Archives/edgar/data/1574235/000114420413043944/v352018_s1.htm,8/8/2013,"We are a biopharmaceutical company focused
on the discovery, development, and commercialization of pharmaceutical-grade hypochlorous acid, or HOCl, based therapeutics designed
to prevent and treat infection in invasive applications. Our lead drug candidate, RUT58-60, is a broad spectrum anti-infective
that we are developing for the prevention and treatment of infection in surgical and trauma procedures. We are focusing RUT58-60
for use initially in abdominal surgery due to the large addressable market, high rate of post-surgical infection associated with
abdominal surgery, the high-impact opportunity that abdominal surgery offers us in the clinical trial setting to expose multiple
internal organs to RUT58-60 at one time, and feedback from surgeons identifying post-surgical infection in abdominal surgery (relative
to other surgeries) as a significant unmet medical need. We were incorporated in January 2013 as a wholly-owned subsidiary of Oculus
Innovative Sciences, Inc., or Oculus, and until the closing of this offering, we will be operated as a wholly-owned subsidiary
of Oculus. We currently have no products approved for sale and we cannot guarantee that we will ever have marketable products.
We plan to file our Investigational New Drug Application, or IND, for RUT58-60 in the fourth quarter of 2013. Our goal is to become the first company
to market RUT58-60 as a drug containing hypochlorous acid for the prevention and treatment of infection in invasive surgeries in
the United States. We believe that RUT58-60 has the potential to significantly reduce the rate of post-surgical infections, reduce
the use of systemic antibiotics that have proven to be ineffective against certain common resistant strains of bacteria, including
methicillin-resistant staphylococcus aureus, or MRSA, and vancomycin-resistant enterococcus, or VRE, reduce the negative side effects
associated with the increasingly widespread use of antibiotics, accelerate post-surgical healing which should lead to quicker patient
discharge from the hospital, and ultimately reduce hospital readmission rates. We plan to initiate our Phase 1/2 clinical trial
for RUT58-60 in the United States in the fourth quarter of 2013 and pending the successful completion of that trial and our planned
pivotal clinical trials, we plan to submit our new drug application, or NDA, to the FDA in early 2017.",THERAPEUTICS,2014-03-21,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Peloton Therapeutics, Inc.",0001525145,https://www.sec.gov/Archives/edgar/data/1525145/000119312519122479/d693812ds1.htm,4/26/2019,"We are a clinical stage
biopharmaceutical company focused on translating novel scientific insights into first-in-class medicines for patients with cancer and other debilitating or
life-threatening conditions. We are initially targeting HIF-2α, a transcription factor which was previously thought to be intractable using a small molecule. We are a leader in the field of HIF-2α biology and pioneered the first
HIF-2α inhibitor drug candidate to enter into clinical development. Our lead drug candidate, PT2977, has shown clinical proof of concept in patients with advanced or metastatic clear cell renal cell carcinoma (“mRCC”), and we plan to
initiate patient enrollment in an international Phase 3 clinical trial in previously treated mRCC patients in the second half of 2019. PT2977 is also in a Phase 2 clinical trial in patients with von Hippel-Lindau disease (“VHL disease”)
associated renal cell carcinoma (“RCC”) in the United States and Europe. VHL disease is a familial cancer syndrome that commonly gives rise to renal cell tumors. There are currently no approved drugs for VHL disease and we intend to seek
orphan drug designation for PT2977 in this indication. We also have another HIF-2α inhibitor drug candidate, PT2567, in preclinical development for non-oncology indications. In addition to our HIF-2α
programs, we are expanding our pipeline with research-stage programs based on harnessing the ubiquitin proteasome system and targeting the extracellular enzyme CD73. We have retained global development and commercialization rights to all of our drug
candidates. Hypoxia-inducible factor-2α (“HIF-2α”) is a transcription factor that, in part, regulates the body’s response to diminished availability of oxygen. In normal adult physiology, when sufficient oxygen is available,
HIF-2α is largely inactive as it is efficiently degraded by prolyl hydroxylase (“PHD”) enzymes and the ubiquitin proteasome system. Under low oxygen conditions (“hypoxia”), the degradation system is inactive, and HIF-2α
transcriptional activity is enhanced. This leads to the expression of a variety of proteins, including factors associated with the production of new red blood cells and the formation of new blood vessels.",THERAPEUTICS,2019-04-26,,,,2836.0,"Biological Products, (No Diagnostic Substances)",s1_filing_date_proxy,
"Cortexyme, Inc.",0001662774,https://www.sec.gov/Archives/edgar/data/1662774/000119312519105299/d703513ds1.htm,4/12/2019,"We are a
clinical stage biopharmaceutical company pioneering a novel disease-modifying therapeutic approach to treat what we believe to be a key underlying cause of Alzheimer’s and other degenerative diseases. Our approach is based on the seminal
discovery of the presence of Porphyromonas gingivalis , or P. gingivalis, and its secreted toxic virulence factor proteases, called gingipains, in the brains of greater than 90% of more than 100 Alzheimer’s patients observed
across multiple studies to date. Additionally, we have observed that P. gingivalis infection causes Alzheimer’s pathology in animal models, and these effects have been successfully treated with a gingipain inhibitor in preclinical
studies. Our proprietary lead drug candidate, COR388, is an orally-administered, brain-penetrating small molecule gingipain inhibitor. COR388 was well-tolerated with no concerning safety signals in our Phase 1a and Phase 1b clinical trials conducted
to date, which enrolled a total of 67 subjects, including nine patients with mild to moderate Alzheimer’s disease. We plan to initiate a global Phase 2/3 clinical trial of COR388, called the GAIN trial, in mild to moderate Alzheimer’s
patients in the second quarter of 2019 and expect top-line results by the end of 2021. P. gingivalis is an intracellular bacterial pathogen, and its gingipains are essential
for P. gingivalis survival and pathogenicity. Our new understanding of the P. gingivalis brain infection and associated gingipain production, which we have observed to cause Alzheimer’s pathology in animal models, provides a new
opportunity for successful upstream treatment of all aspects of Alzheimer’s disease pathology. Significant evidence in the last decade has shown that neurodegenerative diseases, including Alzheimer’s disease, are linked to a dysfunctional
immune system. Furthermore, the pathology of Alzheimer’s disease has been shown in studies to be consistent with that of infection, including, for example, the pathological presence of amyloid beta, which recently has been characterized as an
antimicrobial peptide produced in response to infection.",THERAPEUTICS,2019-05-09,,,,2836.0,"Biological Products, (No Diagnostic Substances)",424b_filing,
"Translate Bio, Inc.",0001693415,https://www.sec.gov/Archives/edgar/data/1693415/000119312518181734/d523294ds1.htm,6/1/2018,"We are a leading messenger RNA, or mRNA, therapeutics company developing a new class of potentially transformative medicines to treat
diseases caused by protein or gene dysfunction. Using our proprietary mRNA therapeutic platform, or MRT platform, we create mRNA that encodes functional proteins. We believe that the mRNA design, delivery and manufacturing capabilities of our MRT
platform provide us with the most advanced platform for developing product candidates that deliver mRNA encoding functional proteins for therapeutic uses. Our mRNA is delivered to the target cell where the cell’s own machinery recognizes it and
translates it, restoring or augmenting protein function to treat or prevent disease. We believe that our MRT platform is broadly applicable across multiple diseases in which the production of a desirable protein can have a therapeutic effect. We are
initially focused on restoring the expression of intracellular and transmembrane proteins, areas that have eluded conventional protein therapeutics, in patients with genetic diseases where there is high unmet medical need. We are developing our lead
MRT product candidate for the lung, MRT5005, for the treatment of cystic fibrosis, or CF, for which we initiated a Phase 1/2 clinical trial in May 2018. We are developing our lead MRT product candidate for the liver, MRT5201, for the treatment
of ornithine transcarbamylase, or OTC, deficiency, for which we plan to initiate a Phase 1/2 clinical trial in the first half of 2019. We believe that our MRT platform is distinct from other mRNA-based technologies and has the potential to
provide clinical benefits by transforming life-threatening illnesses into manageable chronic conditions. mRNA plays a central role in the production of proteins, which are needed to carry out essential cellular functions. mRNA transcribes
genetic information encoded in DNA into instructions that are used by cells to produce proteins. mRNA therapy is engineered to deliver mRNA encoding natural, functional proteins that replace defective or missing proteins, and has potential
advantages, including that it:",THERAPEUTICS,2018-06-29,,,,2836.0,"Biological Products, (No Diagnostic Substances)",424b_filing,
"Sun BioPharma, Inc.",0001029125,https://www.sec.gov/Archives/edgar/data/1029125/000147793212001525/cimarron_s1.htm,5/14/2012,"The offering price has been estimated solely for the purpose of computing the amount of the registration fee in accordance with Rule 457(o). Our common stock is not traded and any national exchange and in accordance with Rule 457, the offering price was determined by factors such as the lack of liquidity (since there is no present market for our stock) and the high level of risk inherent in this sort of offering. The selling shareholders may sell shares of our common stock at a fixed price of $0.50 per share until our shares are quoted on the OTC Bulletin Board and thereafter at prevailing market prices or privately negotiated prices. There can be no assurance that a market maker will agree to file the necessary documents with the Financial Industry Regulatory Authority (“FINRA”), which operates the OTC Electronic Bulletin Board, nor can there be any assurance that such an application for quotation will be approved. We have agreed to bear the expenses relating to the registration of the shares for the selling security holders. There is no present public trading market for the Company’s Common Stock and the price at which the Shares are being offered bears no relationship to conventional criteria such as book value or earnings per share.  The Company has determined the offering price based primarily on its projected operating results.  There can be no assurance that the offering price bears any relation to the current fair market value of the Common Stock.",THERAPEUTICS,2020-08-31,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Vyrix Pharmaceuticals, Inc.",0001602413,https://www.sec.gov/Archives/edgar/data/1602413/000119312514146039/d681154ds1.htm,4/16/2014,"We are a specialty
biopharmaceutical company focused on developing and commercializing late-stage prescription drug products to improve men’s health and quality of life. We are a wholly-owned subsidiary of Ampio Pharmaceuticals, Inc. (NYSE MKT: AMPE), or Ampio,
founded as a Delaware corporation on November 18, 2013. Our company is the result of a carve-out of the sexual dysfunction treatment business, including the late-stage men’s health product candidates
Zertane and Zertane-ED, from Ampio, which was announced in December 2013. According to recent published analyses, premature ejaculation,
or PE, is a highly prevalent male sexual dysfunction affecting 20-30% of men worldwide. Based on internal market research and published reports, we believe that PE is up to 1.5-times more prevalent than erectile dysfunction, or ED. Currently, there
are no FDA-approved prescription products in the United States to treat PE, and to our knowledge, only two other prescription products have been approved elsewhere in the world. Treatment options for PE have
traditionally included antidepressant drugs prescribed “off label,” topical numbing medications, and cognitive behavior therapy or counseling, all of which have had limited effectiveness in treating the disorder. PE therefore represents an
area of significant unmet medical need. In addition, approximately 32% of the more than 12,000 men with PE surveyed in a 2007 study published in European Urology also suffered from ED. Accordingly, we believe that a combination product
candidate to treat both PE and ED represents another significant worldwide market opportunity for us.",THERAPEUTICS,2014-04-16,,,,2834.0,Pharmaceutical Preparations,s1_filing_date_proxy,
